student_id,student_name,mail,specialization,machine_learning_ut1,machine_learning_ut2,machine_learning_mt1,machine_learning_mt2,machine_learning_attendance,machine_learning_assessments,machine_learning_internals,iot_ut1,iot_ut2,iot_mt1,iot_mt2,iot_attendance,iot_assessments,iot_internals,data_science_ut1,data_science_ut2,data_science_mt1,data_science_mt2,data_science_attendance,data_science_assessments,data_science_internals,cyber_security_ut1,cyber_security_ut2,cyber_security_mt1,cyber_security_mt2,cyber_security_attendance,cyber_security_assessments,cyber_security_internals,dbms_ut1,dbms_ut2,dbms_mt1,dbms_mt2,dbms_attendance,dbms_assessments,dbms_internals
2799,Anthony Patton,vtu2799@veltech.edu.in,Artificial Intelligence,8,9,3,4,3,5,20,9,5,10,13,3,2,23.5,8,7,6,14,2,2,21.5,1,5,16,10,3,5,24,3,4,7,15,1,1,16.5
2606,Shannon Brown,vtu2606@veltech.edu.in,Data Analytics,1,5,16,2,5,5,22,5,10,15,11,2,2,24.5,5,5,3,18,1,5,21.5,2,6,6,6,2,3,15,10,10,1,15,3,4,25
4379,Amanda Brown,vtu4379@veltech.edu.in,Artificial Intelligence,8,5,14,17,5,1,28,6,6,3,19,2,4,23,7,1,16,2,4,3,20,8,3,3,18,4,1,21,7,3,14,7,4,5,24.5
9970,Brittany Fitzpatrick,vtu9970@veltech.edu.in,Data Analytics,10,2,4,14,5,5,25,7,9,4,5,5,3,20.5,2,9,8,8,3,1,17.5,4,5,6,17,2,1,19,6,1,19,19,4,3,29.5
7718,James Shelton,vtu7718@veltech.edu.in,Cyber Security,7,2,16,10,1,5,23.5,6,10,4,4,2,4,18,2,2,13,16,1,1,18.5,8,2,7,17,4,4,25,3,2,7,9,5,2,17.5
1555,William Garza,vtu1555@veltech.edu.in,Cyber Security,5,8,6,7,5,1,19,3,10,6,9,2,3,19,1,8,20,15,1,3,26,9,2,12,6,4,5,23.5,7,1,13,14,2,5,24.5
9588,Teresa Burns,vtu9588@veltech.edu.in,Data Analytics,8,8,19,2,5,2,25.5,2,10,17,11,2,1,23,6,10,13,20,1,4,29.5,7,7,4,2,5,5,20,4,1,1,7,3,1,10.5
4376,Kevin Henry,vtu4376@veltech.edu.in,General,3,1,1,10,5,3,15.5,7,8,12,7,1,4,22,9,3,11,13,4,1,23,2,3,6,20,3,3,21.5,3,1,20,17,4,3,27.5
7162,Emily Nichols,vtu7162@veltech.edu.in,Data Analytics,9,10,13,2,1,3,21,2,6,15,20,4,5,30.5,2,10,9,16,1,3,22.5,7,3,4,11,3,2,17.5,5,9,7,13,2,3,22
9249,William Baker,vtu9249@veltech.edu.in,General,4,6,10,13,5,2,23.5,6,9,1,8,1,1,14,6,5,13,12,5,1,24,1,4,7,2,1,1,9,7,10,6,19,5,1,27
5449,Katherine Russell,vtu5449@veltech.edu.in,Artificial Intelligence,8,9,20,2,3,2,24.5,4,6,7,12,2,3,19.5,10,4,10,20,3,3,28,2,2,18,11,5,4,25.5,9,10,11,13,5,3,29.5
1452,Erin Smith,vtu1452@veltech.edu.in,Cyber Security,7,10,6,10,2,5,23.5,6,9,19,11,2,5,29.5,10,2,12,13,4,2,24.5,10,6,10,5,5,1,21.5,8,7,19,15,3,3,30.5
945,Stephen Thompson,vtu945@veltech.edu.in,Artificial Intelligence,5,3,8,12,5,5,24,7,1,8,14,4,1,20,1,2,12,2,4,2,14.5,9,3,17,20,4,5,33.5,1,7,6,7,4,3,17.5
9755,Linda Moss,vtu9755@veltech.edu.in,General,8,6,1,19,5,5,27,1,8,16,7,5,1,22,4,2,2,10,3,2,14,5,5,16,18,4,2,28,10,2,14,9,2,4,23.5
1703,Donald Reese,vtu1703@veltech.edu.in,General,7,3,15,2,1,1,15.5,2,3,7,4,1,1,10,3,2,20,15,5,1,26,7,4,4,3,2,2,13,5,6,8,6,1,5,18.5
3664,Melissa Torres,vtu3664@veltech.edu.in,General,9,3,14,10,3,2,23,4,3,16,2,2,5,19.5,5,6,16,3,3,1,19,8,3,4,12,1,5,19.5,8,8,13,11,2,1,23
193,James Smith,vtu193@veltech.edu.in,Artificial Intelligence,10,6,2,9,5,1,19.5,9,9,9,13,3,4,27,2,9,10,15,4,4,26,5,6,11,18,5,5,30,2,6,5,4,4,3,15.5
3297,Patricia Miller,vtu3297@veltech.edu.in,General,2,5,8,13,2,2,18,2,10,2,7,3,3,16.5,8,5,20,6,3,5,27.5,5,7,9,5,5,1,19,3,6,19,15,5,3,29.5
6088,Lisa Mitchell,vtu6088@veltech.edu.in,Data Analytics,3,9,12,7,3,2,20.5,8,9,6,11,2,1,20,3,6,10,14,1,1,18.5,5,5,12,10,4,4,24,9,3,7,18,1,4,23.5
2021,Lindsay Thompson,vtu2021@veltech.edu.in,General,7,8,2,8,4,1,17.5,3,5,19,12,1,3,23.5,5,6,13,3,1,5,19.5,5,9,18,4,4,2,24,5,7,5,4,4,4,18.5
3410,Ashley Zuniga,vtu3410@veltech.edu.in,Data Analytics,8,8,17,20,4,3,33.5,8,7,2,1,4,3,16,5,2,4,4,5,1,13.5,3,3,8,1,4,5,16.5,7,9,15,19,5,5,35
1477,Susan Pena,vtu1477@veltech.edu.in,General,10,6,12,15,4,1,26.5,10,8,5,13,2,4,24,5,6,14,1,1,3,17,3,5,20,3,4,2,21.5,7,6,5,10,5,3,22
8994,Christopher Wheeler,vtu8994@veltech.edu.in,Data Analytics,9,8,18,17,5,2,33,3,8,3,4,1,1,11,8,10,14,9,1,2,23.5,9,1,3,20,5,5,26.5,6,5,18,14,2,3,26.5
1589,Kelly Garcia,vtu1589@veltech.edu.in,Artificial Intelligence,4,10,6,5,1,5,18.5,4,10,15,12,3,1,24.5,5,1,17,12,2,1,20.5,5,2,6,5,3,2,14,7,7,20,16,5,3,33
690,Donald Young,vtu690@veltech.edu.in,Data Analytics,1,2,6,5,4,1,12,7,8,19,19,1,5,32.5,1,10,7,3,2,3,15.5,10,8,10,7,4,3,24.5,3,4,15,17,1,4,24.5
7345,Edward Weeks,vtu7345@veltech.edu.in,Cyber Security,1,4,19,2,5,1,19,7,8,15,17,3,4,30.5,1,9,10,12,2,1,19,1,7,20,3,5,2,22.5,3,8,17,14,4,2,27
8763,Gerald Erickson,vtu8763@veltech.edu.in,General,5,4,1,8,2,2,13,4,3,9,13,2,3,19.5,10,9,17,16,3,2,31,4,1,8,6,3,3,15.5,5,1,13,10,2,1,17.5
1959,Joyce Gross,vtu1959@veltech.edu.in,General,3,7,9,8,3,2,18.5,9,1,1,7,1,2,12,10,7,19,2,2,4,25,3,4,6,12,2,2,16.5,5,3,12,15,1,4,22.5
2058,Thomas Mccoy,vtu2058@veltech.edu.in,General,10,3,15,3,4,5,24.5,4,5,8,14,1,5,21.5,6,5,7,11,4,3,21.5,1,2,4,20,1,5,19.5,10,9,15,19,4,5,35.5
4394,Clayton Strickland,vtu4394@veltech.edu.in,General,1,10,3,8,5,1,17,5,5,11,8,4,2,20.5,1,7,8,10,4,2,19,2,3,18,3,2,3,18,2,2,5,15,4,5,21
1737,Jade Greene,vtu1737@veltech.edu.in,Cyber Security,7,2,17,1,4,2,19.5,8,1,10,12,3,1,19.5,2,9,9,8,5,3,22,6,2,18,19,5,2,29.5,10,2,1,18,4,1,20.5
7451,Randy Mcdonald,vtu7451@veltech.edu.in,Data Analytics,8,8,15,12,4,1,26.5,7,6,8,12,1,3,20.5,7,4,5,19,4,1,22.5,5,5,20,17,5,3,31.5,4,6,20,2,1,1,18
2302,Michael Perry,vtu2302@veltech.edu.in,Cyber Security,7,5,11,6,2,4,20.5,8,5,1,18,1,5,22,4,3,20,6,2,5,23.5,1,4,20,20,1,4,27.5,7,5,20,7,2,1,22.5
1240,Valerie Pope,vtu1240@veltech.edu.in,Artificial Intelligence,3,9,6,15,1,3,20.5,3,1,5,6,2,3,12.5,9,6,8,8,1,2,18.5,4,5,10,13,2,1,19,6,10,15,12,1,2,24.5
477,Nathan Rodriguez,vtu477@veltech.edu.in,Cyber Security,8,5,4,19,4,1,23,8,2,3,7,5,4,19,6,4,3,20,5,1,22.5,8,10,4,1,3,3,17.5,3,5,13,7,1,2,17
8826,Carla Estrada,vtu8826@veltech.edu.in,General,3,7,10,19,3,5,27.5,9,3,6,11,4,3,21.5,10,9,9,20,2,2,28,8,9,12,18,4,5,32.5,2,5,5,10,3,1,15
2829,Tyler Patrick,vtu2829@veltech.edu.in,Data Analytics,7,5,7,13,3,2,21,1,3,17,4,4,2,18.5,6,2,9,2,5,4,18.5,10,5,5,14,3,2,22,6,6,6,2,5,2,17
3589,Elizabeth Houston,vtu3589@veltech.edu.in,General,8,3,16,7,1,2,20,10,8,6,9,4,1,21.5,7,9,18,9,5,2,28.5,5,8,1,2,4,5,17,8,7,11,20,5,4,32
5836,Theresa Gilmore,vtu5836@veltech.edu.in,General,10,10,2,11,1,2,19.5,9,7,6,12,1,2,20,9,8,9,9,4,4,25.5,1,2,17,3,1,5,17.5,7,10,4,10,4,2,21.5
3910,John Jones,vtu3910@veltech.edu.in,Artificial Intelligence,5,5,15,4,2,1,17.5,7,8,6,15,2,2,22,7,5,17,8,5,3,26.5,3,9,18,15,3,1,26.5,9,4,11,4,3,4,21
4465,Austin Gibson,vtu4465@veltech.edu.in,Artificial Intelligence,8,8,19,14,3,1,28.5,1,8,11,9,2,5,21.5,1,8,12,18,3,1,23.5,9,1,17,7,1,1,19,2,7,11,1,3,3,16.5
6100,Christopher Johnson,vtu6100@veltech.edu.in,General,7,9,16,8,2,5,27,6,7,19,12,5,1,28,3,7,9,19,4,3,26,7,6,11,15,2,2,23.5,8,4,10,13,3,5,25.5
5938,Debra Quinn,vtu5938@veltech.edu.in,General,5,4,3,12,5,3,20,3,7,15,16,2,2,24.5,3,7,13,8,4,2,21.5,1,3,11,16,1,5,21.5,8,5,1,11,1,1,14.5
6462,Ian Davis,vtu6462@veltech.edu.in,Data Analytics,6,3,8,14,4,4,23.5,8,7,6,13,4,3,24,8,5,5,7,3,5,20.5,4,7,12,3,5,3,21,8,6,13,3,5,3,23
5960,Michelle Huff,vtu5960@veltech.edu.in,Cyber Security,8,2,2,17,1,2,17.5,5,6,3,2,1,3,12,4,5,13,19,5,4,29.5,4,1,6,16,2,3,18.5,6,5,18,8,2,2,22.5
4139,Dakota Powers,vtu4139@veltech.edu.in,Artificial Intelligence,4,7,8,6,3,2,17.5,7,9,4,18,2,4,25,7,2,17,16,3,1,25,9,6,20,12,3,2,28.5,9,6,20,9,5,4,31
7421,Monica Martinez,vtu7421@veltech.edu.in,Artificial Intelligence,1,8,11,2,5,2,18,4,1,5,6,3,4,15,8,1,5,10,3,5,20,4,7,7,5,5,4,20.5,1,7,7,8,3,4,18.5
3817,Tanner Wilkinson,vtu3817@veltech.edu.in,Cyber Security,10,6,11,13,4,5,29,4,9,19,8,3,2,25,4,3,20,14,1,5,26.5,4,3,9,1,4,4,16.5,6,5,4,10,2,1,15.5
7804,Rodney Ward,vtu7804@veltech.edu.in,Cyber Security,4,6,9,17,5,1,24,2,10,17,13,4,1,26,2,8,12,9,1,4,20.5,5,8,15,10,2,4,25,8,10,16,2,3,5,26
220,Sean Rodriguez,vtu220@veltech.edu.in,Artificial Intelligence,1,9,11,3,5,3,20,3,4,20,15,2,3,26,6,1,15,20,2,2,25,9,5,20,7,2,3,25.5,3,3,15,3,5,5,22
4391,Jeremy Hernandez,vtu4391@veltech.edu.in,Cyber Security,2,3,18,6,1,4,19.5,1,2,8,17,3,5,22,7,4,10,5,1,3,17,1,9,17,20,5,2,30.5,8,7,17,6,5,5,29
6877,Christopher Baker,vtu6877@veltech.edu.in,Cyber Security,9,5,15,2,4,4,23.5,10,3,17,14,4,2,28,9,10,2,16,1,1,20.5,6,2,8,6,5,3,19,2,1,6,6,5,1,13.5
288,Vincent Johnson,vtu288@veltech.edu.in,General,2,4,15,17,5,1,25,3,6,4,7,4,1,15,7,1,1,9,1,2,12,2,5,3,12,2,4,17,7,2,2,9,3,1,14
3597,Mrs. Samantha,vtu3597@veltech.edu.in,Artificial Intelligence,10,7,8,10,2,5,24.5,5,6,9,19,3,2,24.5,1,10,17,16,2,1,25,10,8,4,4,3,5,21,9,4,13,2,1,4,19
7454,Justin Harrison,vtu7454@veltech.edu.in,Cyber Security,1,5,18,4,3,1,18,1,5,6,3,3,1,11.5,1,2,3,6,2,2,10,5,10,12,11,5,2,26,9,6,14,1,3,1,19
8058,Dorothy Mejia,vtu8058@veltech.edu.in,Cyber Security,5,6,1,5,1,5,14.5,3,1,4,17,5,5,22.5,3,9,20,11,1,4,26.5,5,6,13,18,1,1,23,1,6,9,12,5,5,24
2735,Shari Parsons,vtu2735@veltech.edu.in,Artificial Intelligence,7,5,2,13,4,3,20.5,8,2,16,18,3,5,30,7,8,20,19,1,2,30,6,9,16,5,3,5,26,4,9,11,9,5,4,25.5
4148,Dustin Reeves,vtu4148@veltech.edu.in,Data Analytics,8,10,20,5,3,1,25.5,3,8,13,20,2,5,29,3,7,10,3,4,1,16.5,5,6,1,19,5,4,24.5,1,7,2,2,2,5,13
6974,Abigail Perez,vtu6974@veltech.edu.in,Data Analytics,9,8,16,10,1,4,26.5,10,7,13,16,2,3,28,6,4,13,15,5,4,28,9,7,15,16,3,3,29.5,10,2,3,6,5,5,20.5
7864,Cody Blanchard,vtu7864@veltech.edu.in,Artificial Intelligence,7,4,13,1,5,5,22.5,3,2,4,19,1,5,20,4,2,19,11,1,3,22,6,7,14,6,4,1,21.5,6,4,13,13,3,1,22
9950,Mr. Randall,vtu9950@veltech.edu.in,Artificial Intelligence,8,4,11,19,4,5,30,2,10,17,16,3,3,28.5,10,4,17,19,2,4,31,7,4,19,13,4,3,28.5,2,4,20,8,3,5,25
2370,John Collins,vtu2370@veltech.edu.in,Artificial Intelligence,7,7,2,5,1,4,15.5,6,6,12,15,3,1,23.5,6,1,19,2,1,3,18,8,7,6,1,3,5,19,9,9,19,8,1,3,26.5
9288,Edwin Gilmore,vtu9288@veltech.edu.in,Artificial Intelligence,3,4,8,4,5,1,15.5,6,6,8,20,5,4,29,8,7,4,4,2,2,15.5,6,5,12,15,4,5,28,2,10,18,9,4,3,26.5
3408,Alison Davila,vtu3408@veltech.edu.in,General,7,1,1,7,3,2,13,4,2,18,14,5,4,28,2,3,1,1,3,1,7.5,9,9,2,6,5,3,21,4,5,3,2,5,5,17
8053,Kimberly Gomez,vtu8053@veltech.edu.in,General,5,3,19,2,2,3,19.5,2,1,2,5,5,5,15,1,4,12,17,4,3,24,8,8,13,12,2,3,25.5,9,8,5,18,5,2,27
712,John Hawkins,vtu712@veltech.edu.in,Cyber Security,4,9,2,6,3,1,14.5,7,2,9,2,5,1,16,4,5,9,19,2,2,22.5,3,10,11,20,5,5,32,4,2,19,13,1,4,24
8646,Kayla Garcia,vtu8646@veltech.edu.in,Artificial Intelligence,4,3,1,9,3,1,12.5,8,9,17,11,5,5,32.5,10,9,7,8,1,3,21,7,9,4,16,2,2,22,4,2,9,1,3,1,12
1840,Jason Floyd,vtu1840@veltech.edu.in,General,10,10,6,5,5,2,22.5,9,7,17,11,4,5,31,6,3,9,15,3,5,24.5,3,4,10,3,4,4,18,4,10,7,12,1,4,21.5
2528,Jeffrey Wyatt,vtu2528@veltech.edu.in,General,2,6,6,17,1,5,21.5,8,10,16,15,5,1,30.5,4,4,14,2,3,1,16,2,3,7,5,3,4,15.5,2,1,4,20,3,5,21.5
2280,Edward Fernandez,vtu2280@veltech.edu.in,Data Analytics,4,6,14,14,1,1,21,1,1,18,13,3,4,23.5,3,1,3,15,1,4,16,2,10,2,10,3,1,16,7,9,7,1,2,4,18
1762,Joseph Murphy,vtu1762@veltech.edu.in,Cyber Security,1,10,17,3,3,1,19.5,7,8,14,14,4,2,27.5,10,7,9,17,1,1,23.5,1,9,17,5,4,3,23,8,6,11,10,5,4,26.5
5456,Andrew Dunn,vtu5456@veltech.edu.in,Artificial Intelligence,9,2,9,17,2,1,21.5,8,6,5,19,5,4,28,10,8,16,20,1,1,29,2,3,9,3,1,1,10.5,6,4,4,5,1,1,11.5
4916,William Hill,vtu4916@veltech.edu.in,General,3,4,14,6,4,3,20.5,2,6,13,9,1,2,18,5,2,5,10,1,4,16,5,7,3,4,3,5,17.5,6,4,7,16,1,3,20.5
5383,Priscilla Hart,vtu5383@veltech.edu.in,Data Analytics,3,7,18,1,3,2,19.5,6,10,9,11,1,2,21,1,9,3,1,5,1,13,1,7,17,18,1,3,25.5,2,3,17,15,4,2,24.5
6573,Jodi Johnston,vtu6573@veltech.edu.in,Data Analytics,5,6,14,18,5,4,30.5,5,8,17,4,3,1,21,10,2,11,18,1,5,26.5,8,5,4,5,5,5,21,7,8,20,19,4,2,33
6423,Richard Galloway,vtu6423@veltech.edu.in,Data Analytics,8,2,7,14,4,1,20.5,5,10,12,20,3,4,30.5,8,6,8,4,4,3,20,2,6,12,15,2,3,22.5,9,7,3,7,4,3,20
3389,Lisa Benson,vtu3389@veltech.edu.in,Data Analytics,10,10,10,1,1,1,17.5,1,4,11,2,3,3,15,2,2,1,5,4,4,13,10,1,11,15,4,4,26.5,2,3,20,10,5,2,24.5
8006,Gina Rivera,vtu8006@veltech.edu.in,General,6,5,18,2,2,3,20.5,10,2,8,9,4,3,21.5,1,9,14,16,1,3,24,9,10,4,1,3,3,18,3,10,7,7,3,5,21.5
5340,Jamie Sharp,vtu5340@veltech.edu.in,Data Analytics,4,6,11,2,4,4,19.5,5,9,6,7,1,4,18.5,9,5,15,7,4,4,26,4,6,11,9,2,5,22,9,10,17,1,4,3,25.5
9434,Ashley Smith,vtu9434@veltech.edu.in,Cyber Security,5,7,18,3,1,2,19.5,5,1,10,20,5,1,24,4,1,1,16,5,1,17,9,8,8,6,2,1,18.5,9,9,9,3,1,4,20
7832,Gary Hernandez,vtu7832@veltech.edu.in,Data Analytics,3,3,3,11,4,1,15,4,8,2,13,3,1,17.5,10,9,19,1,2,1,22.5,10,6,13,11,2,4,26,4,10,10,14,4,5,28
4604,Anthony Cole,vtu4604@veltech.edu.in,Cyber Security,5,5,20,8,3,1,23,6,7,4,2,5,1,15.5,10,8,11,16,4,1,27.5,8,10,7,2,2,5,20.5,4,4,17,4,3,4,21.5
6523,Stephen Roberts,vtu6523@veltech.edu.in,Cyber Security,3,4,20,17,3,5,30,6,8,19,16,2,2,28.5,1,2,5,18,5,2,20,2,1,2,15,2,1,13,10,1,15,15,2,1,23.5
9380,Brittney Perez,vtu9380@veltech.edu.in,General,6,3,17,2,1,4,19,1,3,3,7,3,5,15,7,7,19,7,1,1,22,10,4,15,3,2,1,19,5,1,9,1,4,5,17
3693,Corey Sullivan,vtu3693@veltech.edu.in,Cyber Security,10,8,6,6,5,4,24,9,4,1,11,5,5,22.5,5,4,7,19,1,5,23.5,4,9,1,14,2,1,17,9,9,18,4,5,5,30
1100,Courtney Kennedy,vtu1100@veltech.edu.in,Data Analytics,5,1,10,7,3,2,16.5,8,1,2,7,1,3,13,4,3,13,3,1,2,14.5,2,7,19,8,4,1,23,4,2,10,11,1,5,19.5
6622,Michael Miller,vtu6622@veltech.edu.in,Data Analytics,3,8,6,12,4,3,21.5,7,10,17,13,5,4,32.5,2,8,11,20,5,1,26.5,10,2,2,10,3,2,17,4,9,12,16,2,1,23.5
2211,David Richard,vtu2211@veltech.edu.in,Artificial Intelligence,6,7,17,18,1,1,26,2,3,13,4,4,3,18,7,5,8,19,4,5,28.5,10,3,1,16,3,1,19,8,9,15,12,1,4,27
4732,Jacob Roman,vtu4732@veltech.edu.in,General,6,6,8,10,1,5,21,9,9,11,15,1,1,24,3,3,9,2,1,1,10.5,9,5,18,16,5,3,32,9,8,5,4,2,3,18
8185,John Glover,vtu8185@veltech.edu.in,Artificial Intelligence,7,4,15,15,5,1,26.5,8,9,2,8,3,1,17.5,2,1,17,13,2,1,19.5,4,7,8,5,5,2,19,9,7,15,18,3,1,28.5
1972,Michael Edwards,vtu1972@veltech.edu.in,Cyber Security,7,1,7,6,5,3,18.5,4,5,10,1,1,4,15,4,10,17,13,5,5,32,3,2,20,19,2,4,28,9,1,20,4,3,5,25
7904,Monica Leach,vtu7904@veltech.edu.in,Artificial Intelligence,2,7,16,20,3,4,29.5,9,5,14,8,1,1,20,9,1,7,10,1,4,18.5,10,9,9,12,4,3,27,5,6,14,16,3,3,26.5
161,Eddie Ramos,vtu161@veltech.edu.in,General,3,10,18,3,4,5,26,2,1,4,18,3,1,16.5,7,8,9,14,5,4,28,3,3,9,12,3,3,19.5,5,5,19,16,4,3,29.5
9582,Kevin Torres,vtu9582@veltech.edu.in,General,3,1,16,8,4,4,22,2,10,8,10,3,3,21,2,2,14,4,4,4,19,2,10,17,10,2,2,23.5,8,9,19,11,5,1,29.5
7860,Denise Morrow,vtu7860@veltech.edu.in,General,9,3,7,2,4,5,19.5,8,8,13,15,1,2,25,4,3,18,8,3,5,24.5,2,7,16,16,3,1,24.5,2,6,5,3,5,2,15
1305,Henry Harris,vtu1305@veltech.edu.in,Data Analytics,6,7,4,19,4,4,26,4,2,18,6,4,5,24,4,9,17,2,5,2,23,4,3,5,15,1,5,19.5,4,3,18,7,4,4,24
2708,Christina Brown,vtu2708@veltech.edu.in,General,7,7,20,10,5,4,31,1,2,12,20,2,1,20.5,5,8,20,14,3,1,27.5,4,9,3,4,2,2,14,3,2,15,17,5,4,27.5
2785,Colin Williams,vtu2785@veltech.edu.in,Cyber Security,7,3,4,10,3,2,17,4,3,11,14,3,3,22,10,3,12,8,1,4,21.5,4,4,10,3,2,4,16.5,2,10,11,18,4,4,28.5
9101,Richard Lopez,vtu9101@veltech.edu.in,Artificial Intelligence,4,7,16,8,4,3,24.5,7,4,16,3,5,1,21,8,9,2,7,4,1,18,6,5,6,13,2,3,20,3,7,20,20,2,2,29
7218,Ruben Brady,vtu7218@veltech.edu.in,Data Analytics,2,4,13,20,5,3,27.5,7,3,17,16,5,2,28.5,9,4,10,4,4,2,19.5,8,1,9,15,2,2,20.5,7,7,12,18,3,2,27
4977,Jacob Eaton,vtu4977@veltech.edu.in,Data Analytics,2,10,11,19,5,4,30,1,6,12,8,4,1,18.5,3,1,17,17,4,3,26,6,9,3,4,2,4,17,7,8,3,18,2,5,25
8531,William Peterson,vtu8531@veltech.edu.in,Artificial Intelligence,6,8,9,15,2,1,22,5,9,9,11,2,1,20,1,7,17,7,1,3,20,10,8,18,8,5,4,31,1,9,16,13,5,5,29.5
6900,Robert Stone,vtu6900@veltech.edu.in,Artificial Intelligence,5,8,9,15,4,5,27.5,10,4,10,17,3,3,26.5,3,7,13,11,5,1,23,3,8,18,3,3,5,24,2,8,20,7,2,3,23.5
9235,Daniel Perez,vtu9235@veltech.edu.in,Data Analytics,6,5,6,18,2,3,22.5,3,6,5,15,3,2,19.5,6,8,4,12,1,2,18,9,1,7,14,3,4,22.5,5,8,1,3,4,4,16.5
8288,Alyssa Ellis,vtu8288@veltech.edu.in,Cyber Security,10,4,2,18,2,4,23,3,5,2,3,1,5,12.5,1,1,11,1,3,3,13,7,2,11,4,5,5,22,1,8,18,14,3,3,26.5
8657,Jenny Hoffman,vtu8657@veltech.edu.in,Artificial Intelligence,4,8,12,13,1,1,20.5,2,9,9,4,4,2,18,2,5,17,4,1,1,16,9,7,7,10,4,2,22.5,2,10,3,18,2,4,22.5
315,Thomas Snyder,vtu315@veltech.edu.in,Artificial Intelligence,10,9,9,18,4,1,28,4,4,19,4,1,3,19.5,10,9,11,17,1,4,28.5,8,7,18,8,4,1,25.5,5,2,9,6,3,1,15
7571,Mr. Eric,vtu7571@veltech.edu.in,Artificial Intelligence,2,1,11,6,2,4,16,9,9,11,15,3,2,27,2,1,17,18,5,1,25,7,1,13,5,1,1,15,8,6,6,12,1,1,18
795,Joshua Simpson,vtu795@veltech.edu.in,Cyber Security,6,7,15,12,5,2,27,9,10,9,11,5,2,26.5,4,8,7,11,3,4,22,4,2,20,11,3,5,26.5,2,1,17,13,4,3,23.5
5292,Deborah Norton,vtu5292@veltech.edu.in,Cyber Security,8,7,12,11,3,1,23,7,7,4,12,4,1,20,6,10,3,5,4,5,21,3,5,11,6,1,1,14.5,8,5,18,1,2,2,20
4430,Earl Johnson,vtu4430@veltech.edu.in,General,7,6,2,18,2,3,21.5,7,4,7,12,1,3,19,10,8,18,3,4,2,25.5,2,9,13,4,3,2,19,8,10,8,16,1,4,26
7211,Connor Brown,vtu7211@veltech.edu.in,Cyber Security,1,7,20,18,5,3,31,10,9,11,1,1,5,21.5,6,8,18,17,5,3,32.5,4,9,7,6,3,3,19,3,1,1,19,2,1,15
3515,Joseph Thompson,vtu3515@veltech.edu.in,Data Analytics,5,2,8,6,2,3,15.5,5,7,19,9,2,5,27,8,6,15,2,5,4,24.5,5,7,20,8,1,2,23,3,5,10,6,2,5,19
8639,Rachel Fox,vtu8639@veltech.edu.in,Artificial Intelligence,2,2,17,12,3,1,20.5,5,4,7,15,2,2,19.5,10,8,5,11,4,3,24,7,2,20,20,5,3,32.5,9,6,18,1,1,3,21
4667,David Wiggins,vtu4667@veltech.edu.in,Data Analytics,6,7,5,7,1,2,15.5,9,2,8,5,1,1,14,10,10,5,18,5,3,29.5,1,7,16,14,4,5,28,4,1,7,14,5,3,21
2979,Heather Nguyen,vtu2979@veltech.edu.in,General,9,10,19,5,3,3,27.5,5,2,1,15,5,5,21.5,1,2,8,5,3,5,16,10,2,4,10,4,1,18,7,8,8,6,5,5,24.5
8213,Tamara Pierce,vtu8213@veltech.edu.in,General,7,1,15,15,3,2,24,2,9,19,6,2,5,25,9,2,20,3,2,1,20,4,2,9,1,2,5,15,6,10,2,17,5,2,24.5
1550,Lauren Moran,vtu1550@veltech.edu.in,Cyber Security,4,2,15,8,4,2,20.5,7,6,1,17,1,1,17.5,6,10,8,4,2,4,20,2,2,1,2,5,4,12.5,4,6,14,1,2,4,18.5
1673,Kelly Brooks,vtu1673@veltech.edu.in,General,1,7,20,19,5,3,31.5,8,6,9,3,2,4,19,4,1,20,16,5,5,30.5,5,6,14,9,4,5,26,1,4,12,14,4,5,24.5
8416,Ryan Skinner,vtu8416@veltech.edu.in,Cyber Security,3,5,14,17,2,3,24.5,1,1,11,20,1,3,20.5,5,4,4,11,1,4,17,4,2,19,19,3,4,29,4,5,3,15,2,4,19.5
243,Chelsea Fitzgerald,vtu243@veltech.edu.in,Data Analytics,3,2,9,9,3,1,15.5,3,6,20,9,1,2,22,2,1,7,9,5,4,18.5,2,6,5,17,2,3,20,6,5,19,13,1,2,24.5
4802,Desiree Patton,vtu4802@veltech.edu.in,Data Analytics,4,6,3,13,5,1,19,10,10,13,19,2,4,32,2,10,4,12,4,2,20,9,4,11,6,3,3,21,7,1,19,6,5,2,23.5
3899,Mary Hunt,vtu3899@veltech.edu.in,Data Analytics,3,5,18,19,1,2,25.5,9,3,14,13,3,2,24.5,6,3,14,18,4,5,29.5,4,10,17,13,3,2,27,5,4,16,5,2,2,19
5522,Robert Padilla,vtu5522@veltech.edu.in,Cyber Security,10,1,19,5,2,2,21.5,6,6,11,15,3,5,27,9,9,15,13,3,2,28,3,8,17,11,4,2,25.5,2,3,14,8,2,5,20.5
3646,Alexander Fleming,vtu3646@veltech.edu.in,Cyber Security,4,7,2,15,5,5,24,9,5,10,10,2,5,24,5,10,17,5,2,4,24.5,2,7,8,11,5,1,20,10,4,13,17,1,5,28
612,Beth Mcfarland,vtu612@veltech.edu.in,Artificial Intelligence,5,3,4,7,5,3,17.5,9,3,9,11,1,5,22,10,10,14,14,3,5,32,2,9,10,1,3,4,18,3,1,1,18,3,1,15.5
6525,Joel Gates,vtu6525@veltech.edu.in,Data Analytics,5,6,12,10,5,2,23.5,4,3,6,4,3,3,14.5,1,8,16,10,5,4,26.5,8,3,20,9,1,2,23,9,5,11,6,1,4,20.5
